student_id,classes_attended,classes_total,study_hours_per_week,assignments_submitted,assignments_total,quiz_points_earned,quiz_points_possible,discussion_posts,office_hours_visits,sleep_hours,work_hours_per_week,commute_minutes,prior_gpa,late_submissions,practice_exam_points,practice_exam_possible,lms_logins_last_30_days
S02268,17,24,6.2,10,11,97,120,10,3,6.7,22.6,22.9,3.82,4,70,80,37
S02269,12,24,7.7,9,11,97,120,2,1,7.3,15.5,44.5,3.13,2,69,100,31
S02270,19,26,5.9,10,12,78,100,6,1,7.7,9.7,16.9,2.49,6,76,100,38
S02271,24,26,6.9,12,12,88,120,3,6,6.2,4.0,7.8,3.12,4,58,80,34
S02272,21,28,4.4,10,13,62,100,2,1,7.6,21.3,40.5,3.26,5,74,80,10
S02273,14,26,4.0,8,13,69,120,2,0,6.5,6.8,53.4,2.33,1,37,80,48
S02274,23,24,9.9,10,11,87,90,4,4,7.9,12.8,4.4,2.91,1,81,100,35
S02275,21,24,10.6,9,12,69,110,10,4,5.8,8.6,12.0,2.46,2,63,100,57
S02276,22,24,10.7,12,12,82,110,7,4,6.6,18.2,15.8,3.7,2,82,100,27
S02277,20,26,15.5,12,13,110,110,10,2,7.7,17.0,27.9,3.35,3,94,100,61
S02278,10,24,3.1,6,12,60,90,3,3,5.9,7.5,36.5,2.47,3,41,90,4
S02279,12,28,1.9,7,11,77,110,3,4,6.7,34.4,30.5,3.45,3,48,80,42
S02280,20,28,0.2,8,11,92,120,1,0,8.1,1.7,10.1,2.88,6,28,80,34
S02281,26,30,8.2,6,12,77,100,6,3,8.3,16.4,39.0,3.24,3,93,100,18
S02282,20,30,6.4,12,13,68,110,8,1,7.3,16.9,20.4,2.72,3,69,90,16
S02283,16,26,12.0,12,12,84,110,8,3,7.2,26.3,53.3,4.0,3,66,80,32
S02284,18,24,11.3,12,12,66,90,9,2,6.9,3.6,42.1,2.58,0,73,90,32
S02285,17,26,6.7,9,12,31,90,6,2,6.7,3.3,34.9,2.73,5,63,90,8
S02286,15,30,4.6,8,13,85,120,0,2,6.7,18.5,30.0,2.49,2,56,90,44
S02287,20,26,10.2,11,13,99,100,4,1,7.2,12.4,47.1,2.93,0,54,80,64
S02288,13,24,3.4,7,11,49,100,0,3,7.5,9.2,5.7,3.47,5,55,90,14
S02289,20,26,3.0,10,12,61,100,4,5,6.4,26.7,19.9,1.82,7,64,100,25
S02290,24,26,11.3,10,10,82,90,11,3,5.7,10.5,13.5,2.43,0,65,100,52
S02291,15,26,1.6,6,13,62,110,0,3,6.6,20.7,16.3,2.59,5,80,90,49
S02292,19,26,9.1,10,11,80,120,8,3,7.6,9.8,12.7,2.27,2,58,100,54
S02293,27,30,13.0,8,10,95,100,3,3,5.9,11.0,19.6,2.83,6,67,80,21
S02294,16,24,1.0,8,12,98,120,3,3,6.7,8.5,32.8,2.63,0,85,100,56
S02295,25,30,7.6,5,10,102,110,4,2,6.5,12.5,24.2,2.8,4,81,90,12
S02296,21,24,6.1,10,12,86,100,1,1,6.3,30.1,33.4,3.65,4,92,100,33
S02297,18,26,10.0,5,10,84,90,5,0,7.8,5.1,4.5,3.18,1,79,100,53
S02298,14,30,11.1,8,13,58,110,4,4,7.4,6.3,27.6,3.2,7,55,90,40
S02299,25,26,14.0,11,11,75,110,9,5,6.8,12.1,16.0,2.86,1,75,90,42
S02300,22,28,9.8,10,11,66,90,8,5,6.6,14.1,17.4,2.48,6,52,80,24
S02301,27,30,14.0,12,12,114,120,4,2,6.3,24.7,49.9,3.56,3,100,100,47
S02302,21,28,12.3,9,11,68,100,12,4,7.2,22.8,40.6,2.59,1,49,80,43
S02303,20,24,8.3,7,11,75,110,2,0,6.6,16.9,0,3.93,6,72,100,35
S02304,20,26,10.4,8,11,101,120,7,3,8.4,15.4,0,3.13,2,96,100,40
S02305,18,30,4.6,6,10,59,90,7,3,7.1,2.5,36.1,2.57,2,71,100,56
S02306,21,28,10.9,11,13,73,90,10,5,6.5,13.0,56.2,2.47,3,57,80,44
S02307,13,28,5.7,9,11,70,100,5,2,5.8,14.1,22.3,2.4,3,47,80,50
S02308,21,28,7.1,10,10,70,90,6,0,7.5,6.5,19.2,3.69,3,62,90,55
S02309,18,26,9.4,6,11,75,100,1,2,8.2,27.7,14.2,1.98,1,48,80,32
S02310,16,28,5.7,6,10,68,110,2,3,7.6,18.1,26.7,2.36,5,87,100,29
S02311,16,24,1.7,7,11,55,120,1,2,4.5,11.0,8.6,2.05,3,44,90,39
S02312,21,28,4.5,6,10,85,120,6,2,6.7,13.6,16.3,3.01,4,52,90,18
S02313,20,26,11.7,9,11,88,100,9,2,8.2,22.8,40.2,3.25,5,70,90,27
S02314,18,26,16.5,11,13,86,100,7,2,9.5,10.3,22.7,4.0,8,100,100,48
S02315,24,26,14.3,13,13,95,100,11,6,6.2,4.8,46.1,3.01,0,100,100,41
S02316,26,30,9.1,12,12,82,100,9,2,5.5,6.2,41.6,2.85,6,61,80,46
S02317,15,28,7.8,11,13,74,120,5,1,7.0,21.8,7.0,3.72,5,52,100,33
S02318,20,24,9.5,10,13,74,120,13,4,7.7,2.0,7.9,1.82,1,41,90,18
S02319,14,28,0,4,11,62,120,0,0,7.8,17.0,35.6,2.82,6,42,100,14
S02320,17,24,9.8,11,12,85,120,5,5,6.1,15.7,43.5,3.06,4,67,90,39
S02321,22,28,13.5,10,12,73,120,5,3,7.1,11.1,22.5,3.17,4,54,80,24
S02322,27,30,8.8,13,13,75,110,9,3,7.6,10.6,12.4,2.91,2,54,90,29
S02323,15,28,7.1,10,12,62,110,3,1,7.1,1.2,26.9,3.04,2,60,90,65
S02324,14,26,4.4,8,11,60,100,7,0,8.6,9.0,22.2,3.23,2,39,80,15
S02325,9,26,0,6,12,69,120,0,0,5.4,19.0,60.7,1.87,7,32,80,2
S02326,16,26,6.4,9,13,84,110,9,1,6.5,19.4,20.2,2.45,1,44,100,53
S02327,21,28,9.2,12,13,87,100,6,2,8.2,14.1,33.2,3.77,3,100,100,41
S02328,10,28,0,4,12,48,110,0,0,6.3,25.0,26.7,2.55,8,58,100,5
S02329,16,24,6.0,9,12,66,90,5,3,6.7,0,6.7,2.42,4,59,80,33
S02330,18,24,5.7,11,13,55,100,6,3,7.7,2.1,13.4,2.41,1,51,80,38
S02331,21,24,11.1,13,13,90,100,6,4,5.9,16.5,49.3,2.46,2,81,100,47
S02332,19,28,3.8,6,11,57,100,5,1,6.6,8.9,25.9,3.21,1,68,100,40
S02333,22,26,7.3,10,12,66,90,7,3,6.3,11.6,31.6,2.99,5,58,80,49
S02334,25,28,7.7,11,11,98,120,5,5,7.8,25.4,55.1,2.41,3,50,80,38
S02335,17,26,8.2,7,10,37,90,7,3,6.9,7.4,44.3,2.76,2,71,90,44
S02336,19,28,4.1,11,12,69,120,7,3,6.6,19.3,51.9,2.44,1,39,80,22
S02337,16,28,4.4,7,12,73,100,4,1,5.1,13.4,31.2,3.02,4,78,90,6
S02338,17,28,2.2,8,10,84,110,2,2,7.6,15.2,36.6,2.69,4,71,100,22
S02339,13,28,0,6,11,52,90,2,1,7.7,12.8,51.3,2.57,7,63,90,9
S02340,16,26,0,7,11,72,110,1,2,8.1,6.1,28.0,2.36,6,44,80,16
S02341,21,26,12.8,13,13,62,110,8,3,7.6,14.1,33.3,3.02,2,75,90,67
S02342,25,26,9.2,13,13,61,90,6,1,5.7,16.4,43.5,3.63,0,54,80,35
S02343,18,30,9.8,10,11,68,90,2,3,8.1,9.4,46.3,3.54,3,68,80,46
S02344,19,26,11.9,6,11,95,120,7,4,5.7,24.7,23.4,3.01,2,36,90,26
S02345,16,28,7.6,7,10,85,100,8,0,7.2,0.3,32.2,3.26,4,63,90,32
S02346,21,30,13.7,11,11,80,100,7,2,7.1,18.0,31.5,2.98,3,68,80,36
S02347,22,30,9.7,12,12,56,90,6,5,5.9,23.4,19.7,2.01,5,74,100,14
S02348,22,28,9.6,9,12,90,100,5,2,5.4,6.8,25.5,3.78,3,71,90,35
S02349,24,28,12.4,8,10,71,100,15,4,8.4,22.3,17.9,3.84,0,67,80,41
S02350,26,30,10.2,10,10,90,110,6,4,8.8,0.9,26.2,3.39,2,69,90,61
S02351,18,24,2.1,9,12,87,120,3,4,6.6,20.3,5.3,3.53,4,57,80,36
S02352,20,28,5.9,10,12,71,110,6,1,4.8,17.0,54.8,3.07,4,62,90,25
S02353,21,28,6.9,6,11,78,100,3,2,8.0,21.0,48.9,2.86,6,77,100,23
S02354,17,24,5.9,9,13,95,120,4,1,7.0,0,13.0,3.26,2,81,90,49
S02355,18,28,4.7,10,11,58,100,1,1,7.4,4.1,5.6,2.49,4,43,80,45
S02356,18,28,8.8,10,13,74,100,3,2,7.3,12.4,9.7,3.58,3,73,90,43
S02357,17,28,3.7,6,10,65,120,7,0,7.3,9.0,39.6,2.49,5,52,100,19
S02358,26,30,9.6,10,13,70,120,6,3,7.0,26.1,51.8,2.22,4,53,90,42
S02359,22,28,11.6,7,12,90,120,8,3,7.8,10.4,24.4,3.08,4,50,80,21
S02360,13,24,2.8,10,12,65,110,4,2,8.5,14.3,21.5,2.84,3,53,90,10
S02361,19,26,15.2,12,12,87,110,9,3,7.8,2.2,26.7,2.99,1,42,80,29
S02362,15,24,15.0,8,10,94,110,7,3,7.8,3.7,35.7,4.0,0,80,80,71
S02363,24,24,10.5,11,11,84,110,11,6,6.9,7.9,22.8,2.63,0,51,80,49
S02364,25,30,13.2,9,11,67,90,7,4,7.1,1.5,16.6,2.81,4,70,90,54
S02365,24,28,11.3,9,10,88,120,2,3,7.6,15.4,38.6,2.37,3,50,90,39
S02366,22,28,8.8,6,12,77,110,11,2,7.5,16.7,61.8,2.16,3,59,100,27
S02367,25,30,15.2,12,12,85,90,12,7,8.4,13.4,33.9,3.65,4,90,100,81
S02368,25,30,10.3,8,10,55,90,10,0,6.5,12.7,15.2,2.45,2,59,90,26
S02369,17,24,8.2,9,12,86,90,3,3,8.0,8.7,0,3.31,7,96,100,33
S02370,29,30,10.0,7,12,83,120,8,4,6.1,16.9,23.0,1.7,0,55,100,56
S02371,18,24,3.2,5,13,68,110,7,1,7.0,10.1,0,3.62,6,72,80,34
S02372,21,30,5.8,9,11,65,110,7,2,6.1,16.9,37.7,2.55,5,53,100,55
S02373,18,26,9.9,9,10,58,90,8,3,5.9,20.1,22.3,2.43,4,54,80,36
S02374,23,30,4.0,6,10,73,90,4,1,7.9,0.4,23.5,3.31,0,82,100,26
S02375,10,24,4.6,10,11,65,100,4,1,6.2,14.6,36.7,2.62,6,45,90,33
S02376,28,28,11.4,10,13,70,100,6,2,7.3,11.3,29.5,2.4,0,44,80,41
S02377,16,24,9.2,8,12,79,100,3,2,5.7,9.6,33.1,3.07,8,81,100,2
S02378,17,30,2.9,6,13,38,90,4,3,6.9,13.8,28.7,2.31,7,47,100,21
S02379,14,26,8.7,6,10,61,90,6,0,6.4,26.6,65.3,2.45,5,58,90,20
S02380,18,28,0.8,8,12,73,110,7,0,7.8,20.2,43.7,2.41,4,51,80,24
S02381,20,28,7.7,13,13,57,90,2,3,7.0,15.2,41.9,3.43,7,69,80,26
S02382,22,26,14.2,10,11,73,100,11,3,7.6,17.9,22.5,3.22,0,59,90,54
S02383,14,24,4.7,7,11,68,120,5,3,6.7,0,0,2.71,0,32,80,52
S02384,18,26,3.8,8,12,83,120,5,2,6.4,15.5,44.4,2.97,5,69,100,7
S02385,13,30,0,6,13,54,120,0,2,6.6,24.5,82.6,2.94,7,50,100,2
S02386,10,28,0.5,4,10,78,110,3,0,6.4,24.0,48.9,3.17,12,47,80,2
S02387,23,30,4.0,10,13,66,90,4,2,6.3,14.9,54.2,3.18,3,80,80,40
S02388,17,26,3.9,7,13,53,100,0,0,7.9,11.4,15.2,3.37,1,44,90,33
S02389,24,30,7.7,9,11,77,100,0,2,7.4,12.6,34.4,2.41,4,65,100,45
S02390,16,24,3.2,10,12,93,110,7,2,6.0,12.8,16.1,1.78,4,72,100,37
S02391,26,28,10.3,9,10,94,120,8,3,5.8,1.8,23.7,2.89,0,97,100,36
S02392,20,28,9.3,11,13,93,120,6,3,8.4,8.8,6.1,3.33,0,81,100,26
S02393,24,28,7.5,7,10,67,120,4,2,5.6,14.2,36.5,2.93,2,56,90,27
S02394,13,28,4.6,6,10,62,110,0,1,7.0,15.6,36.1,2.62,7,49,80,40
S02395,17,24,3.8,9,13,59,100,1,1,5.7,9.3,31.6,2.16,4,61,90,38
S02396,19,26,9.4,7,10,99,120,7,2,8.0,10.7,41.0,3.45,6,80,80,54
S02397,30,30,15.9,10,10,86,110,14,4,8.0,16.1,8.1,2.79,0,67,80,63
S02398,18,24,11.0,8,10,86,110,4,4,6.4,16.6,32.5,2.69,1,69,80,33
S02399,26,26,9.8,7,10,73,100,8,4,6.3,11.6,30.4,2.63,2,72,100,67
S02400,23,30,6.8,11,12,101,120,8,4,6.5,10.7,18.8,2.91,4,76,100,28
S02401,22,24,6.4,10,11,70,110,7,1,5.6,12.1,33.2,2.31,0,59,90,27
S02402,13,26,4.4,6,11,85,100,6,1,7.0,0,44.6,3.75,2,84,100,53
S02403,19,26,2.9,8,12,74,120,3,0,5.7,14.6,46.2,3.13,4,37,80,24
S02404,13,28,8.0,6,11,86,110,0,1,7.4,6.7,32.2,3.14,5,55,90,41
S02405,8,24,0,3,11,48,100,0,1,6.9,8.2,17.5,2.86,9,41,90,7
S02406,16,28,2.7,10,10,56,90,7,2,5.6,11.4,24.6,2.57,3,65,90,42
S02407,23,30,0,6,12,41,90,1,0,6.2,19.6,37.5,1.85,4,51,90,23
S02408,17,30,9.4,13,13,70,90,4,5,7.8,7.1,16.9,2.86,0,64,90,20
S02409,25,28,8.7,11,13,76,100,8,2,7.4,4.5,0,2.94,0,65,80,19
S02410,22,30,12.8,9,10,99,110,8,4,7.1,16.8,22.4,3.22,1,92,100,65
S02411,28,28,12.5,10,10,100,100,5,3,7.7,9.1,25.0,3.13,4,89,100,32
S02412,20,28,10.8,8,12,67,90,4,1,7.9,6.0,37.8,1.7,5,56,90,28
S02413,19,28,6.3,9,11,90,100,7,2,7.3,0,0,2.83,3,70,100,26
S02414,16,28,3.5,6,10,58,90,3,1,7.1,11.2,47.2,2.0,7,36,100,10
S02415,22,26,13.5,12,12,54,120,5,3,7.0,8.1,25.0,3.2,1,54,100,55
S02416,20,24,6.8,7,11,90,120,3,2,7.1,0,30.3,2.93,2,49,80,47
S02417,20,26,4.4,11,13,88,110,4,1,6.7,17.6,51.3,2.85,4,64,90,47
S02418,21,26,8.8,9,13,73,100,4,4,7.7,10.4,9.6,2.53,4,71,100,32
S02419,27,30,12.1,12,12,75,90,13,1,7.0,8.2,19.4,2.94,0,74,80,72
S02420,20,28,7.2,10,10,77,110,6,0,6.8,17.1,32.3,3.15,3,80,90,29
S02421,23,24,8.4,9,10,76,100,3,3,6.5,0.5,21.7,3.29,1,69,80,52
S02422,10,26,0,8,13,56,100,5,2,6.8,16.5,38.9,2.56,9,41,80,22
S02423,16,26,10.0,8,11,68,100,9,4,6.1,15.1,28.6,3.51,2,41,80,50
S02424,28,28,7.6,9,10,81,110,8,3,6.3,12.6,28.2,2.74,0,65,90,35
S02425,20,26,2.7,10,13,43,90,6,0,7.2,5.8,17.7,2.39,4,48,90,25
S02426,24,24,13.7,11,11,69,100,3,4,7.2,8.3,17.7,4.0,1,90,90,55
S02427,12,24,7.9,10,13,87,120,4,0,6.7,0,38.3,2.9,2,49,80,35
S02428,13,28,7.8,6,11,95,120,0,2,7.9,15.4,20.5,3.11,0,58,80,34
S02429,20,26,6.7,10,13,88,100,10,4,6.0,9.4,26.3,3.54,1,78,100,41
S02430,19,24,12.1,11,12,85,120,7,6,6.6,12.4,25.3,2.68,3,63,100,22
S02431,23,30,9.7,9,12,77,120,6,2,6.5,15.7,45.8,3.18,2,59,90,28
S02432,22,24,9.6,8,10,104,120,7,3,7.9,2.7,23.5,2.7,6,50,80,24
S02433,16,28,7.9,12,13,74,90,6,1,6.9,22.4,18.1,2.87,0,65,90,17
S02434,20,28,5.3,8,10,71,100,4,1,7.0,13.0,21.4,2.61,4,54,90,47
S02435,17,28,8.4,9,12,71,100,4,3,6.8,20.1,28.1,3.59,5,74,100,19
S02436,17,30,4.6,6,12,53,90,0,0,8.6,6.0,11.4,3.07,6,66,100,20
S02437,12,24,5.1,10,12,80,100,1,0,7.4,17.6,40.1,3.41,3,64,80,25
S02438,25,28,18.6,12,12,95,100,11,4,7.8,19.4,21.0,3.43,3,80,80,74
S02439,15,24,9.8,7,12,79,110,1,2,8.0,13.7,25.0,3.39,6,66,100,25
S02440,22,28,9.4,9,11,94,110,3,1,5.7,14.2,12.3,2.63,4,73,90,24
S02441,14,24,5.0,11,13,64,100,6,3,6.2,17.6,48.6,3.16,10,46,80,27
S02442,27,28,12.2,13,13,79,90,6,4,6.7,0,0,3.32,2,74,80,37
S02443,21,26,10.2,11,11,94,110,9,4,6.3,8.0,36.0,2.78,5,67,100,39
S02444,15,30,0.7,7,11,44,90,2,0,6.8,10.1,36.0,2.92,10,43,80,30
S02445,15,28,4.6,8,10,74,110,6,3,6.0,24.3,65.8,2.8,5,66,80,33
S02446,21,30,5.8,7,10,64,100,2,0,7.1,7.1,45.0,3.19,7,63,100,55
S02447,16,24,14.5,11,12,77,90,0,1,6.9,13.3,60.1,3.35,4,90,90,32
S02448,25,28,5.7,7,12,74,110,5,1,6.4,4.2,41.0,2.13,0,44,80,33
S02449,17,30,3.2,10,11,118,120,5,1,6.7,4.7,3.8,3.45,6,76,90,18
S02450,18,28,7.2,10,12,61,90,7,2,4.5,22.6,0,3.0,2,79,100,35
S02451,21,30,4.5,10,11,82,110,7,3,6.7,9.1,21.8,3.56,2,58,100,48
S02452,26,26,11.2,9,11,72,120,8,2,6.2,2.5,16.2,2.27,3,52,80,35
S02453,19,26,5.0,11,13,84,120,6,3,6.0,5.7,15.1,3.4,3,60,80,37
S02454,19,30,5.5,9,13,50,100,1,0,8.2,8.7,33.0,2.35,8,61,100,35
S02455,15,26,5.3,8,13,75,120,8,1,7.6,18.8,53.7,2.16,6,44,90,33
S02456,21,30,3.6,9,12,41,90,2,1,7.6,15.6,37.8,3.25,2,58,90,32
S02457,19,28,9.1,8,10,69,90,3,2,7.7,0,22.2,2.6,0,55,80,40
S02458,26,30,14.5,12,12,73,100,9,0,7.7,3.0,7.7,3.04,0,66,100,41
S02459,23,28,7.3,9,11,72,120,3,1,7.0,13.1,20.6,2.38,3,55,90,21
S02460,10,30,3.7,10,13,56,90,3,2,6.8,12.1,29.0,2.32,5,50,80,38
S02461,30,30,11.2,11,12,90,100,11,2,6.2,13.3,14.5,2.02,2,55,80,33
S02462,24,24,11.5,10,12,77,100,12,6,7.7,0.6,10.0,2.82,2,67,100,58
S02463,22,24,16.7,12,12,90,90,8,4,8.0,6.5,0.8,4.0,1,100,100,72
S02464,22,26,8.2,11,11,94,120,7,0,7.7,2.3,38.3,2.89,1,77,100,50
S02465,14,26,5.2,8,10,53,110,7,1,9.2,2.7,38.8,2.34,1,51,90,40
S02466,21,24,7.4,11,13,54,90,5,3,6.8,14.9,40.4,2.15,2,60,90,12
S02467,13,30,6.3,7,13,102,120,5,0,7.1,11.3,32.8,3.42,4,68,80,25
S02468,29,30,8.6,12,12,84,110,6,4,5.8,10.7,23.1,3.47,2,83,100,32
S02469,26,28,5.0,9,12,61,90,7,4,8.4,11.0,23.1,3.1,8,67,100,59
S02470,22,26,1.8,8,10,68,120,4,3,5.8,9.8,27.7,2.47,2,61,100,13
S02471,10,30,1.2,7,13,74,90,1,0,7.7,13.3,26.9,3.36,6,56,80,2
S02472,24,30,8.1,9,13,86,110,3,1,6.0,11.4,33.3,2.82,5,61,80,45
S02473,20,28,3.7,9,13,54,110,2,0,8.5,4.0,0,2.51,1,35,90,31
S02474,28,30,10.6,13,13,77,90,12,2,6.5,23.1,39.2,2.51,3,84,90,60
S02475,23,28,10.5,9,12,95,110,5,3,5.8,9.3,50.3,3.02,0,63,80,46
S02476,11,24,4.3,6,13,41,90,5,0,6.2,6.8,59.3,2.28,7,48,100,2
S02477,16,24,5.9,6,10,60,90,5,1,6.4,6.1,12.8,3.08,3,68,80,16
S02478,14,24,5.2,8,13,84,120,0,1,7.7,2.5,46.0,2.68,3,53,80,51
S02479,21,28,8.3,11,11,78,100,9,5,8.1,10.0,0,3.11,6,63,80,56
S02480,24,24,12.8,12,13,91,100,13,3,8.5,11.5,0,3.03,1,73,90,42
S02481,17,24,7.7,10,12,86,120,5,2,6.0,0,16.8,3.59,1,84,100,3
S02482,13,30,2.3,6,11,61,90,3,0,6.9,11.4,15.6,3.2,5,60,100,10
S02483,14,26,6.1,8,11,85,120,5,2,7.6,3.8,45.5,2.98,2,62,100,37
S02484,24,24,19.7,13,13,99,120,12,4,5.6,6.2,9.9,1.95,2,67,90,63
S02485,15,28,2.8,8,13,74,100,1,3,6.0,25.6,35.5,2.95,5,66,100,15
S02486,24,24,18.5,11,11,99,110,14,5,7.4,1.4,39.6,2.65,0,62,90,37
S02487,20,30,8.6,6,10,53,90,0,2,6.4,21.2,32.7,2.77,5,76,100,28
S02488,14,30,1.8,4,11,84,120,0,0,7.7,7.8,15.8,2.43,5,42,100,22
S02489,23,28,11.6,12,13,80,90,9,0,6.1,19.6,17.1,3.27,1,79,90,40
S02490,30,30,6.0,11,13,92,110,6,3,6.8,1.0,17.6,2.66,5,59,90,49
S02491,17,26,5.1,8,13,92,120,4,2,6.5,25.9,14.4,3.35,1,71,100,31
S02492,24,28,8.9,8,13,107,120,9,7,5.7,4.5,34.5,2.94,4,71,100,31
S02493,22,26,8.1,10,13,88,100,3,0,7.6,15.1,29.7,2.54,7,66,100,20
S02494,22,30,7.3,6,11,69,100,9,2,8.4,13.1,51.1,2.24,4,43,90,29
S02495,22,28,9.2,9,11,90,100,5,2,5.7,8.3,32.1,3.28,5,53,100,32
S02496,18,28,5.8,8,11,49,100,0,0,6.8,0,10.0,2.44,1,61,100,49
S02497,17,24,9.4,8,10,83,120,6,4,7.4,13.0,39.2,2.64,3,49,80,49
S02498,14,24,2.5,8,10,69,100,1,3,7.8,0,14.0,3.74,3,69,90,2
S02499,17,26,3.2,8,11,46,90,4,4,5.9,5.4,0,2.94,7,53,80,31
S02500,18,28,3.3,8,13,64,120,3,0,6.2,3.2,3.6,3.06,6,61,90,12
S02501,25,26,0,7,11,67,110,0,2,5.8,0,53.0,2.33,6,55,80,30
S02502,12,28,0.6,8,13,69,100,1,1,7.1,9.9,5.5,2.93,5,68,100,50
S02503,14,24,0,7,12,59,120,3,2,7.0,10.4,36.3,2.69,6,40,90,2
S02504,16,30,0,10,10,60,90,2,2,9.2,8.3,23.3,1.99,4,52,100,9
S02505,17,24,8.3,8,10,68,90,2,2,8.2,0.2,38.2,3.61,0,80,100,27
S02506,21,26,6.4,8,12,80,120,7,4,6.3,17.3,6.9,3.08,0,45,90,28
S02507,23,26,6.9,7,10,58,90,7,3,7.4,10.7,40.4,2.75,3,59,80,35
S02508,21,26,3.7,9,12,98,120,3,4,6.4,12.7,36.2,3.12,1,67,100,31
S02509,25,28,9.5,9,10,83,120,6,3,4.7,14.6,46.6,2.78,5,55,90,41
S02510,24,24,15.4,10,11,100,110,7,8,5.9,27.9,61.7,2.89,2,52,80,54
S02511,22,28,10.7,12,13,71,100,7,0,9.5,0,0,2.81,2,35,90,33
S02512,12,30,8.2,5,11,85,110,0,3,7.2,21.1,25.1,2.6,4,47,90,40
S02513,21,24,11.7,9,10,91,120,5,2,6.7,0,4.0,2.16,1,70,100,56
S02514,19,24,10.3,10,12,89,120,2,1,5.8,15.5,23.6,3.49,4,56,90,22
S02515,20,30,3.6,9,12,95,120,3,0,7.1,11.0,22.7,2.91,7,65,100,22
S02516,12,24,6.6,8,11,61,120,4,3,7.1,9.7,18.1,3.13,4,27,80,29
S02517,20,26,13.6,8,10,115,120,8,3,7.8,12.0,52.4,3.4,4,85,90,68
S02518,22,30,5.1,9,12,60,90,5,1,7.0,7.5,30.7,3.31,6,63,100,23
S02519,20,26,8.0,9,11,100,110,3,0,7.8,11.8,20.0,3.41,2,91,100,28
S02520,13,26,4.5,8,13,85,120,0,2,6.3,14.7,17.5,3.16,7,63,80,7
S02521,22,24,9.0,10,10,89,120,11,3,7.6,10.7,18.4,2.91,2,63,100,43
S02522,26,30,8.2,10,10,78,110,7,3,7.6,4.9,51.6,3.08,5,64,90,8
S02523,17,30,6.0,11,11,56,90,4,3,6.7,24.2,49.1,2.72,5,59,100,16
S02524,21,26,12.4,13,13,110,110,5,3,6.7,20.8,33.3,3.37,3,82,90,31
S02525,10,24,1.1,5,13,66,90,0,0,6.7,17.5,12.7,2.93,7,47,80,6
S02526,18,26,15.2,9,12,95,120,8,4,6.9,29.6,23.1,2.66,0,67,90,21
S02527,12,24,4.0,7,10,52,100,0,0,7.0,4.2,43.1,2.14,1,25,80,34
S02528,20,26,12.6,12,12,99,120,13,2,9.2,4.9,0,2.93,0,53,80,51
S02529,20,30,8.9,7,11,89,110,3,1,6.9,17.5,35.5,3.2,3,85,100,18
S02530,18,30,5.8,7,12,71,110,2,1,7.0,23.0,48.2,3.6,6,71,90,9
S02531,17,26,3.2,7,10,70,100,5,2,8.4,17.5,29.5,3.17,7,68,90,22
S02532,12,24,0,4,12,61,100,0,0,6.6,12.3,3.3,2.49,4,42,100,25
S02533,20,24,8.6,8,12,70,120,6,2,6.1,12.1,34.6,1.91,3,48,100,41
S02534,14,24,9.4,10,13,70,110,9,1,7.5,1.6,31.9,3.26,4,68,100,13
S02535,16,26,5.5,6,10,58,110,0,4,8.1,12.4,19.4,3.08,5,61,90,49
S02536,21,30,7.9,8,13,81,110,0,0,7.2,8.7,11.2,3.06,3,58,80,24
S02537,12,24,2.0,6,10,60,100,5,2,6.1,13.9,44.9,2.26,6,48,80,40
S02538,26,26,11.1,11,13,89,110,8,2,7.2,0,24.5,3.08,0,58,90,45
S02539,24,24,9.7,10,11,88,110,8,3,6.9,9.2,51.2,2.58,3,47,80,41
S02540,30,30,3.1,11,13,71,90,5,2,7.7,0,19.6,2.2,1,85,100,20
S02541,19,28,7.5,8,10,49,120,8,1,8.5,0,0,2.06,2,44,90,44
S02542,24,30,7.4,11,11,104,120,6,3,6.9,12.8,40.9,3.06,5,71,100,48
S02543,22,28,10.8,10,13,58,90,6,3,6.2,7.7,21.0,3.11,3,90,90,62
S02544,13,26,5.5,7,10,85,120,5,2,7.6,6.9,24.6,2.9,3,67,90,36
S02545,27,30,10.3,8,10,62,100,14,3,7.4,15.6,26.7,2.24,0,54,90,31
S02546,23,28,6.1,8,10,79,100,0,0,8.2,7.4,33.8,2.85,0,74,90,38
S02547,13,24,1.8,8,12,61,90,1,0,7.3,11.6,14.8,3.11,2,76,100,19
S02548,20,24,5.6,9,10,79,110,2,2,7.4,8.0,9.7,2.59,3,50,80,33
S02549,9,26,1.0,7,12,63,100,2,0,6.6,11.0,36.4,3.16,7,56,80,21
S02550,20,24,11.5,9,10,110,110,10,5,6.6,7.8,31.8,2.95,3,75,90,37
S02551,17,28,9.3,9,11,91,120,5,0,7.6,1.5,17.2,3.19,4,76,100,26
S02552,22,28,4.0,7,10,38,100,10,3,6.2,9.6,46.8,1.96,2,56,90,45
S02553,18,28,10.5,6,10,63,100,4,2,6.9,10.0,56.9,2.61,6,74,100,44
S02554,30,30,13.6,10,11,100,110,9,3,5.9,9.9,4.7,2.6,0,72,90,52
S02555,22,28,3.9,7,12,69,110,5,4,6.6,4.1,0,2.42,1,51,90,19
S02556,20,30,0,5,10,39,90,2,3,8.0,3.8,17.2,1.86,4,25,100,17
S02557,20,28,7.7,8,12,78,120,7,3,6.2,32.0,26.9,2.95,1,55,80,36
