profile_id,account_age_days,bio_length,profile_picture_quality,posts_count,followers_count,following_count,posts_last_30_days,external_link_count,username_digit_count,username_length,repeated_captions,recent_posts_sampled,avg_caption_length,night_posts,likes_last_20_posts,comments_last_20_posts,dm_sent_last_7_days,dm_replies_last_7_days
P02297,141,35,0.191,33,222,1949,26,1,2,21,13,28,60.7,20,497,12,190,1
P02298,1034,105,0.844,164,10,342,8,0,4,10,5,25,105.0,1,1987,103,1,3
P02299,80,0,0.459,0,497,2783,0,1,5,10,26,30,74.1,14,406,0,131,20
P02300,1213,115,0.904,258,549,712,0,0,1,4,2,24,8.6,5,2360,0,27,19
P02301,77,54,0.763,90,493,1171,40,3,6,21,2,24,52.6,10,504,0,80,0
P02302,24,43,0.465,5,0,91,0,0,3,14,18,28,4.7,11,776,18,35,13
P02303,155,8,0.592,0,315,2111,79,0,6,12,1,28,83.6,0,569,0,149,8
P02304,247,0,0.316,80,447,728,8,2,4,12,7,14,54.9,6,148,0,99,3
P02305,1437,38,0.641,224,1426,15,15,0,1,9,5,30,68.4,6,1817,174,1,7
P02306,633,105,0.78,453,1060,171,22,1,1,11,1,6,81.2,0,66,174,11,0
P02307,600,75,0.639,63,1007,873,0,1,2,5,7,30,137.2,5,468,127,0,4
P02308,43,40,0.79,5,393,2190,0,1,6,17,15,22,70.7,13,587,34,89,0
P02309,589,0,0.889,5,689,15,6,1,0,12,3,17,63.3,3,2567,242,28,7
P02310,1,16,0.02,31,180,1494,0,1,3,14,9,30,64.8,16,167,0,235,5
P02311,1194,111,1,142,1797,1139,5,2,1,4,5,25,56.8,6,0,55,16,0
P02312,388,159,0.716,259,10,598,27,0,0,8,3,25,71.5,3,1359,66,0,19
P02313,200,35,0.814,10,243,2699,22,2,0,9,16,22,30.1,16,778,0,177,10
P02314,185,16,0.285,73,527,2127,44,2,6,21,4,19,101.5,13,478,11,164,0
P02315,1068,131,0.897,416,116,1193,39,1,0,12,1,30,146.3,3,1455,36,25,4
P02316,1,36,0.292,22,450,350,91,4,6,7,10,24,46.2,2,65,13,77,8
P02317,1095,20,0.602,624,1205,872,0,0,2,10,4,13,116.8,1,2251,0,30,0
P02318,581,73,0.805,519,294,461,3,0,0,5,3,23,53.6,5,443,25,47,0
P02319,63,37,0.318,11,698,1597,17,1,4,10,16,26,61.1,10,188,31,127,6
P02320,545,96,0.673,150,1197,703,20,0,2,12,2,23,153.9,6,2500,87,0,5
P02321,1877,73,0.657,478,11,412,3,1,2,7,5,20,114.0,8,465,59,62,13
P02322,325,29,1,483,1113,524,4,2,2,5,2,30,57.3,1,938,145,23,0
P02323,18,41,0.118,89,98,1125,0,3,8,17,7,21,41.1,20,820,9,70,4
P02324,131,61,0.462,46,18,243,47,2,2,14,14,22,41.3,13,467,44,130,0
P02325,690,46,0.518,327,1118,528,1,0,0,9,2,30,95.7,0,1844,330,13,9
P02326,905,133,0.691,402,900,240,13,1,0,6,0,18,115.6,0,1333,246,2,5
P02327,1025,58,0.655,451,872,711,8,0,0,10,6,30,119.8,11,0,8,10,10
P02328,1085,67,0.924,268,365,393,22,0,1,10,1,10,82.0,2,631,38,8,4
P02329,983,85,0.619,269,1579,772,12,0,1,9,3,22,42.2,4,987,179,21,3
P02330,16,47,0.112,41,924,1862,0,0,3,13,0,27,0,24,812,22,0,6
P02331,1559,92,0.604,584,1925,384,27,1,2,12,4,20,73.2,4,2528,24,25,10
P02332,2221,18,1,5,10,263,23,1,0,12,4,20,154.7,2,861,44,28,0
P02333,556,130,0.616,400,1542,415,34,1,1,13,0,21,131.1,3,853,0,37,12
P02334,540,129,0.793,177,10,788,14,0,0,7,0,30,75.2,6,1974,75,0,18
P02335,392,90,0.752,697,1847,466,11,2,1,8,1,16,190.8,3,887,222,31,5
P02336,67,22,0.484,0,675,1175,85,1,4,13,12,28,72.2,15,459,50,120,6
P02337,161,122,0.565,169,1133,240,14,1,0,8,4,30,49.7,6,1057,275,3,4
P02338,1113,100,0.665,55,761,361,0,0,2,10,5,20,102.7,7,595,77,43,19
P02339,42,27,0.44,82,0,1225,85,1,6,17,13,22,13.7,12,744,23,132,6
P02340,1698,103,0.602,245,486,719,1,1,0,7,0,30,129.0,5,417,128,28,3
P02341,825,0,0.552,461,526,457,19,0,0,13,1,23,61.8,2,1407,216,22,11
P02342,767,56,0.654,51,273,358,22,0,2,7,2,19,48.0,2,0,103,55,11
P02343,1071,34,0.704,261,628,902,21,1,0,17,0,12,158.0,3,1329,144,15,2
P02344,472,43,0.684,505,23,364,11,1,1,7,2,19,95.1,0,1477,262,11,11
P02345,984,107,0.948,133,10,286,4,1,1,9,2,19,87.2,2,0,0,0,6
P02346,1100,19,0.711,384,740,799,11,1,1,11,0,28,25.4,4,2200,245,40,13
P02347,266,46,0.694,312,1421,627,18,0,2,14,5,27,82.1,7,0,77,10,9
P02348,1213,88,0.639,361,1278,598,6,1,2,14,1,17,21.0,3,1672,0,13,13
P02349,704,71,0.623,5,205,363,34,0,0,8,4,30,144.7,3,747,319,56,10
P02350,704,131,0.721,583,1206,746,0,0,0,9,6,18,6.5,3,629,0,0,4
P02351,532,113,0.505,221,746,995,1,0,0,6,4,22,23.8,0,1514,156,18,18
P02352,129,14,0.632,114,199,2129,100,0,0,18,8,17,21.5,10,322,37,0,0
P02353,1156,30,0.797,5,247,512,0,0,0,12,2,22,0,3,338,189,14,9
P02354,108,66,0.383,59,620,1127,48,3,1,13,17,30,12.3,10,0,0,177,10
P02355,189,55,0.195,0,15,929,46,4,3,24,13,23,6.1,2,844,2,14,0
P02356,100,38,0.147,44,154,1483,56,1,1,14,16,27,10.6,17,315,0,0,1
P02357,67,11,0.439,51,0,1403,48,1,3,13,11,24,28.2,7,327,0,44,0
P02358,216,0,0.471,41,59,2709,74,0,7,12,18,26,23.8,7,303,24,2,1
P02359,49,29,0.275,31,472,1444,0,2,5,13,10,27,28.1,9,567,0,51,3
P02360,187,36,0.3,71,0,935,26,2,5,18,14,25,43.5,14,684,6,88,0
P02361,1279,101,0.605,5,1108,305,3,0,1,6,0,6,152.2,0,1675,152,20,2
P02362,1067,61,0.618,506,15,15,19,0,1,10,2,25,70.3,2,973,289,0,4
P02363,1,67,0.676,6,290,982,36,1,4,19,5,20,31.6,11,918,0,18,0
P02364,164,41,0.877,5,428,434,8,1,0,8,3,28,76.3,3,0,101,18,17
P02365,119,4,0.564,38,750,1860,42,0,5,20,19,25,23.1,11,125,53,98,3
P02366,1,32,0.197,65,709,1320,72,3,3,16,9,15,47.3,8,52,18,168,1
P02367,1532,120,0.667,350,1913,851,24,0,1,8,6,29,97.3,5,1860,38,14,0
P02368,1135,104,0.484,225,1317,347,18,0,2,11,1,25,0,3,1978,301,14,8
P02369,103,0,0.411,74,533,945,92,2,6,14,14,24,63.2,10,175,0,101,15
P02370,262,119,0.772,5,1148,438,10,1,0,10,1,22,40.3,3,2435,105,9,0
P02371,169,86,0.735,80,1071,254,7,0,0,8,5,23,102.8,2,2739,78,0,14
P02372,1032,74,0.975,172,10,315,17,0,1,9,2,18,69.1,4,2214,171,0,6
P02373,2499,90,0.856,336,344,819,9,1,0,12,2,19,11.1,3,0,255,32,2
P02374,244,32,0.074,0,377,2023,74,1,6,17,9,29,53.2,12,418,60,32,0
P02375,969,110,1,345,1025,397,8,0,3,10,0,21,41.5,0,425,57,0,9
P02376,1126,141,0.653,307,513,479,12,1,0,12,7,30,83.7,5,2451,105,26,10
P02377,14,76,0.245,0,470,1248,63,0,3,13,12,25,9.0,23,233,65,76,0
P02378,1925,79,0.655,98,10,21,0,1,0,10,0,9,170.7,3,2263,94,0,6
P02379,277,57,0.317,1,238,389,43,1,3,15,13,25,83.7,7,231,26,91,7
P02380,584,75,0.681,106,10,822,28,1,0,11,7,24,18.6,12,367,204,67,0
P02381,790,102,0.779,446,10,1178,2,0,2,8,0,22,29.1,0,650,116,17,0
P02382,1447,42,0.724,5,1422,594,18,0,1,13,0,9,81.3,1,1866,43,23,0
P02383,832,84,0.422,316,2114,901,16,0,0,11,3,30,8.4,11,1745,213,20,4
P02384,96,6,0.362,0,35,1106,31,4,4,19,10,22,46.8,10,471,0,222,0
P02385,889,28,0.767,869,1417,364,20,0,1,14,9,25,83.7,10,1466,185,21,0
P02386,396,132,1,154,10,15,9,0,0,10,1,25,83.3,3,1698,182,12,3
P02387,60,0,0.408,98,239,1247,73,1,3,9,10,13,54.5,7,633,0,116,1
P02388,1,3,0.449,105,0,1435,13,0,6,10,9,22,57.2,10,624,0,126,1
P02389,106,27,0.42,0,301,2291,28,0,4,22,14,30,59.5,23,573,16,150,8
P02390,869,67,0.722,373,10,15,26,0,0,10,10,30,77.5,2,1961,150,28,17
P02391,718,55,0.995,278,768,755,16,0,1,11,3,25,108.7,5,1149,0,0,0
P02392,48,17,0.512,60,519,2447,0,0,3,16,2,19,0,9,457,27,0,13
P02393,822,104,0.716,539,1628,682,8,0,0,13,6,19,79.7,4,1316,81,21,7
P02394,606,136,0.706,5,831,759,2,1,0,9,9,26,116.9,0,925,194,40,0
P02395,1,39,0.427,0,587,244,51,1,1,16,10,29,29.3,6,391,0,111,0
P02396,262,100,0.709,132,1315,322,0,0,0,8,3,13,95.8,4,2600,169,60,0
P02397,797,75,0.655,169,946,15,8,0,0,11,4,22,85.0,7,732,95,58,7
P02398,75,47,0.361,17,233,765,94,2,1,12,12,25,41.4,10,575,28,61,0
P02399,966,77,0.612,315,560,126,2,1,2,9,2,27,69.9,5,736,195,20,9
P02400,137,1,0.328,27,580,2831,0,0,5,18,5,16,15.4,7,0,30,150,2
P02401,1513,69,0.905,456,285,660,18,1,2,11,1,20,134.4,2,108,316,24,0
P02402,266,105,0.719,380,10,881,14,1,2,5,0,15,105.5,6,48,162,10,0
P02403,683,156,0.947,254,1412,652,23,0,1,10,6,24,113.4,6,1397,0,7,4
P02404,62,35,0.343,0,141,998,53,1,3,17,14,25,42.3,16,709,42,140,7
P02405,1432,76,0.893,100,464,784,9,0,0,7,2,15,102.5,3,1651,0,17,2
P02406,1390,114,0.781,5,10,635,10,0,2,10,1,13,120.4,3,1188,154,44,10
P02407,1093,91,0.722,456,430,174,15,0,1,7,1,10,66.3,2,1385,134,24,4
P02408,112,64,0.412,51,0,1232,43,1,4,19,5,25,62.0,17,104,17,78,0
P02409,1219,57,0.824,12,64,356,13,0,2,14,1,11,88.3,3,2366,45,0,8
P02410,202,126,0.951,445,796,262,16,0,1,10,1,8,119.5,2,1483,177,11,21
P02411,111,42,0.942,43,0,634,94,2,6,12,6,12,28.6,2,655,0,126,19
P02412,524,7,0.568,5,10,412,0,1,3,13,1,13,66.3,2,1030,22,0,11
P02413,1163,119,0.684,222,389,1076,0,0,3,8,6,29,71.7,4,1219,112,26,2
P02414,1358,76,0.685,124,543,15,19,0,1,8,5,30,59.5,2,2293,184,29,6
P02415,1446,84,0.831,743,1495,830,19,0,1,12,2,30,57.4,3,696,139,41,9
P02416,403,113,0.586,351,374,917,18,0,1,11,1,20,46.3,4,894,179,0,0
P02417,60,20,0.7,0,0,743,32,2,0,19,1,23,18.9,10,120,52,43,2
P02418,1033,108,0.888,96,10,421,14,1,1,12,0,30,57.2,3,999,86,16,14
P02419,1368,114,0.614,250,802,70,24,0,1,9,7,20,31.1,11,851,209,30,6
P02420,1156,165,0.574,339,10,310,14,0,1,11,1,30,92.6,1,0,158,33,17
P02421,1210,98,0.531,456,318,205,0,0,0,9,2,13,114.9,1,0,183,43,1
P02422,165,35,0.469,29,211,2083,41,1,5,7,14,26,36.6,0,329,0,30,6
P02423,30,56,0.717,531,2058,242,19,0,1,13,0,21,73.9,10,1739,0,16,6
P02424,1925,60,0.86,333,1508,352,0,1,0,7,2,19,53.5,8,2247,154,22,1
P02425,74,16,0.807,65,369,30,44,4,3,17,17,30,62.3,28,486,1,63,0
P02426,323,123,0.819,5,1292,786,13,0,1,12,4,17,133.0,0,1623,0,12,12
P02427,239,36,0.402,14,472,2734,42,2,4,16,7,19,0,2,1070,17,193,18
P02428,1990,113,0.759,223,1894,15,1,0,1,15,0,25,80.3,3,336,108,40,4
P02429,89,52,0.123,77,403,1730,4,1,7,13,0,27,41.1,15,72,40,86,12
P02430,276,47,0.783,75,354,1746,44,0,2,12,13,16,0,6,60,26,38,0
P02431,1621,93,0.894,105,2327,468,3,0,0,11,7,30,0,2,1304,161,19,1
P02432,38,60,0.658,102,469,1877,81,1,3,19,12,18,51.4,0,0,62,85,22
P02433,608,55,0.745,359,181,325,0,0,1,7,7,30,78.9,2,926,35,33,0
P02434,135,6,0.306,29,156,2133,50,2,5,8,10,27,62.4,5,582,0,103,9
P02435,686,97,0.819,573,521,994,0,1,2,13,5,30,64.4,0,568,143,20,10
P02436,44,49,0.581,137,758,1899,0,2,5,13,16,23,63.4,14,605,1,111,23
P02437,1453,55,1,390,1358,284,20,1,3,13,1,15,71.2,5,1366,77,23,0
P02438,282,61,0.588,73,43,2891,0,0,2,11,22,30,28.9,19,535,32,117,19
P02439,1785,124,0.983,5,812,355,10,0,0,11,1,20,80.4,3,1249,194,13,8
P02440,1471,64,0.879,5,1439,1283,11,1,1,11,3,17,75.7,2,0,0,33,15
P02441,1136,76,0.967,557,1386,551,21,1,2,10,3,22,38.0,4,2501,7,47,7
P02442,101,61,0.335,62,398,406,61,2,4,12,16,30,21.4,28,602,8,28,2
P02443,1796,34,0.553,211,503,172,31,1,0,9,9,27,84.9,9,220,109,5,3
P02444,213,37,0.726,11,433,2123,38,1,3,10,11,22,32.4,1,560,1,181,0
P02445,22,26,0.606,41,121,2344,19,1,4,18,9,23,63.6,7,917,0,109,4
P02446,225,34,1,498,1984,874,24,0,2,13,4,23,69.6,7,1135,15,23,4
P02447,1063,44,0.646,5,509,854,36,0,0,10,5,30,45.9,5,1282,0,49,0
P02448,203,26,0.244,12,226,3227,25,0,2,11,7,30,34.6,23,807,0,0,8
P02449,63,69,0.577,66,510,1320,41,2,5,9,8,19,0,10,60,41,163,0
P02450,85,33,0.52,113,114,1730,41,2,3,13,11,17,44.7,4,149,6,126,0
P02451,156,18,0.534,11,549,1000,34,3,4,14,8,22,24.9,14,191,37,11,0
P02452,134,20,0.45,0,149,3075,30,2,6,16,3,30,15.3,18,495,33,0,4
P02453,290,129,0.703,99,928,490,17,0,1,6,5,26,17.9,8,1320,82,2,5
P02454,1355,126,0.763,5,47,126,20,0,2,7,0,21,93.2,6,1964,0,47,11
P02455,595,112,0.745,232,370,15,11,1,2,14,0,13,99.2,0,868,120,40,4
P02456,105,31,0.314,116,199,974,25,1,4,15,14,24,58.1,11,561,2,64,6
P02457,1,6,0.394,53,584,2571,0,0,0,13,7,17,0,13,0,22,16,4
P02458,983,144,0.594,614,204,229,2,0,1,10,3,23,53.2,4,595,0,28,11
P02459,1783,23,0.851,230,1237,585,21,1,0,11,3,28,127.0,0,1493,28,3,6
P02460,104,25,0.244,62,0,1330,68,2,4,12,9,27,54.3,6,605,16,72,17
P02461,889,38,0.573,150,654,15,12,1,1,10,3,27,90.4,9,1264,143,22,11
P02462,651,68,0.565,431,1801,206,14,0,0,10,5,20,99.3,3,1211,519,9,6
P02463,1144,96,0.649,236,893,574,8,1,1,7,2,24,56.0,8,1592,225,1,3
P02464,59,29,0.563,43,166,1240,48,2,4,15,0,16,10.7,16,0,0,18,0
P02465,1600,51,0.518,256,1203,610,0,0,0,6,0,13,117.0,2,0,293,13,11
P02466,586,83,0.851,323,478,96,12,1,1,14,2,18,108.8,3,1215,143,38,2
P02467,1120,59,0.719,327,10,858,18,0,1,10,0,23,51.7,0,974,119,26,4
P02468,1728,10,0.532,92,649,922,2,1,0,5,4,26,68.2,4,563,89,1,10
P02469,1269,81,0.828,459,276,15,17,0,1,8,2,26,117.6,4,1129,121,21,4
P02470,954,44,0.626,247,10,202,2,0,0,11,3,30,17.4,4,450,139,14,2
P02471,1389,36,0.896,257,366,930,10,0,1,10,0,11,63.8,1,0,274,5,7
P02472,1023,86,0.652,404,308,201,15,1,1,12,3,23,18.7,5,0,249,0,0
P02473,136,32,0.335,82,429,2927,28,0,4,14,7,15,45.2,8,0,6,90,0
P02474,1566,8,0.709,418,358,543,4,1,1,10,4,24,77.4,0,985,222,0,7
P02475,1170,65,0.99,5,827,903,22,0,1,10,1,8,115.1,0,707,165,39,3
P02476,100,0,0.364,62,483,1526,0,1,3,21,12,25,0,8,757,0,129,0
P02477,182,85,0.743,471,1052,1045,0,0,0,9,0,20,24.1,2,1163,158,26,6
P02478,113,43,0.503,100,382,1431,24,3,2,16,9,25,5.0,19,300,44,93,5
P02479,212,59,0.676,216,10,84,13,1,1,15,3,16,129.8,3,1241,350,27,12
P02480,101,50,0.697,106,100,91,62,1,4,10,6,30,9.0,26,516,0,35,10
P02481,1079,85,0.776,295,10,68,1,2,1,10,0,18,73.5,0,485,84,37,6
P02482,511,158,0.748,276,1604,37,26,0,0,5,1,10,126.2,1,632,0,40,9
P02483,90,0,0.37,65,417,1506,25,3,7,17,16,28,47.1,10,438,13,0,9
P02484,906,48,0.799,223,1755,349,25,0,1,10,2,18,116.8,7,259,208,12,6
P02485,2712,54,0.689,256,10,113,4,0,3,13,3,30,84.0,0,1072,25,0,12
P02486,154,53,0.3,36,0,1053,14,3,1,14,8,25,126.2,12,815,19,0,10
P02487,1187,87,0.765,5,95,480,4,1,1,6,0,28,162.2,6,2682,104,8,0
P02488,1297,110,0.513,231,900,561,21,0,1,14,0,6,138.0,1,2683,34,25,4
P02489,138,37,0.333,0,475,1587,77,4,5,9,13,20,41.4,11,445,29,0,21
P02490,162,1,0.542,0,0,2392,75,2,3,14,5,12,40.5,3,725,9,91,0
P02491,3,35,0.395,68,452,2853,62,0,6,18,12,22,78.0,19,1081,4,88,12
P02492,730,113,0.948,42,10,15,13,0,0,17,6,30,101.2,8,655,307,33,8
P02493,5,57,0.169,58,409,30,12,1,4,16,5,18,26.7,17,555,16,70,4
P02494,1406,85,0.676,266,222,695,4,0,0,8,3,9,108.2,2,2037,106,25,8
P02495,1696,73,0.776,348,2002,578,9,1,0,7,4,29,69.8,5,0,0,0,0
P02496,1201,157,0.256,67,627,446,8,0,2,9,1,6,54.7,1,0,100,30,20
P02497,1373,70,0.9,257,185,564,4,1,1,9,4,21,38.7,6,940,106,26,10
P02498,45,0,0.242,65,0,1990,28,2,2,15,12,25,4.1,8,85,21,139,5
P02499,1615,53,0.944,559,10,347,17,1,2,10,6,30,100.7,7,824,9,49,8
P02500,2009,149,0.488,280,13,158,5,0,2,15,4,22,96.6,0,987,0,6,10
P02501,1990,23,0.616,275,1398,984,11,1,3,8,2,28,66.3,6,341,146,29,6
P02502,501,105,0.901,7,725,431,8,0,2,13,6,30,58.3,6,0,153,0,8
P02503,1227,104,0.66,317,599,631,5,0,2,11,3,18,14.9,2,1391,176,8,3
P02504,723,84,0.89,183,10,517,13,0,2,8,5,18,104.8,0,1046,183,11,0
P02505,864,74,0.714,292,550,857,1,0,0,13,0,21,69.4,4,82,90,31,14
P02506,76,7,0.206,0,608,2265,11,2,1,12,13,30,3.0,10,419,42,130,12
P02507,1,43,0.547,51,406,1694,74,2,8,14,14,25,102.9,25,1229,0,113,0
P02508,1539,56,0.632,161,559,134,12,1,1,8,4,20,68.9,6,1024,123,10,14
P02509,1136,80,0.757,5,1231,598,0,1,2,5,3,19,10.9,1,979,291,30,6
P02510,1072,69,0.826,101,322,76,9,0,0,7,7,25,103.4,0,842,115,31,0
P02511,130,53,0.853,109,233,431,34,0,3,14,8,25,109.2,19,977,3,155,6
P02512,993,128,0.691,491,1742,1037,6,1,1,7,6,28,127.1,5,0,0,8,10
P02513,769,53,0.617,457,749,464,17,1,1,10,0,6,122.6,2,1835,171,14,11
P02514,1,0,0.258,58,318,1615,74,0,5,13,10,30,52.2,15,463,5,90,0
P02515,455,88,0.752,647,540,134,4,1,3,11,0,16,41.8,6,1515,34,0,12
P02516,1520,95,0.728,287,507,665,27,0,2,10,1,10,44.4,1,3018,170,4,3
P02517,102,48,0.325,108,605,1535,47,1,2,10,2,17,35.0,4,0,36,47,12
P02518,1801,83,0.609,183,1008,1066,12,1,2,13,0,18,148.0,4,238,108,13,11
P02519,104,35,0.733,57,164,1758,46,2,6,14,9,15,50.9,12,1172,8,26,3
P02520,1731,141,0.764,234,703,967,16,1,1,8,6,28,147.6,2,2111,81,29,14
P02521,910,106,0.683,24,269,251,8,0,0,11,7,30,27.9,7,1401,145,12,10
P02522,80,26,0.466,56,529,1124,60,1,10,9,14,28,0,24,551,0,61,0
P02523,906,40,0.802,276,1120,418,0,0,1,9,2,18,148.5,6,727,0,0,10
P02524,1792,47,0.947,294,779,357,15,1,0,11,0,14,27.7,3,1797,202,0,13
P02525,215,0,0.71,29,0,756,36,2,7,10,11,22,20.7,11,14,15,133,10
P02526,1136,105,0.72,638,782,932,17,0,2,4,6,30,46.9,8,2399,34,64,0
P02527,37,84,0.634,35,818,2931,68,2,3,12,11,12,89.9,1,0,0,236,10
P02528,473,109,0.821,85,1101,15,0,0,2,13,2,24,130.6,7,873,83,8,3
P02529,1010,138,0.75,331,416,213,14,0,1,7,0,18,63.3,4,1732,336,6,13
P02530,1,48,0.522,79,583,1292,11,2,4,13,8,18,48.0,14,189,0,168,8
P02531,1,55,0.43,0,71,2147,12,1,1,6,27,29,44.1,11,67,5,26,9
P02532,1295,81,0.647,191,1012,986,20,1,1,8,0,24,112.9,10,987,311,15,4
P02533,813,42,0.652,252,1504,128,15,0,1,9,7,30,134.8,9,484,128,20,22
P02534,81,39,0.19,25,39,1674,11,2,3,17,11,30,51.6,12,977,7,172,0
P02535,30,36,0.649,500,478,816,6,1,1,13,2,13,77.5,3,495,68,13,13
P02536,618,87,0.929,284,452,212,5,1,1,6,4,26,53.7,0,470,321,12,1
P02537,1,0,0.4,42,75,2547,51,2,4,14,26,30,68.0,3,281,25,85,3
P02538,102,0,0.288,100,0,530,0,1,7,23,24,30,50.3,5,474,16,169,0
P02539,139,26,0.508,95,853,1307,55,1,1,11,13,17,36.9,5,494,22,96,6
P02540,1910,58,0.749,169,10,290,13,0,0,8,3,15,122.8,4,1774,102,6,4
P02541,736,89,0.601,5,623,462,22,1,1,10,4,19,126.9,1,377,13,42,8
P02542,432,48,0.761,607,10,599,13,0,2,8,1,27,140.2,9,1072,78,11,0
P02543,1047,97,0.948,300,1243,823,11,1,1,16,1,23,70.4,1,1121,84,47,0
P02544,562,82,0.702,368,1114,1318,7,0,0,4,0,23,91.3,1,2426,263,15,16
P02545,896,120,0.715,394,1534,322,21,0,0,10,0,23,111.4,13,931,0,42,6
P02546,9,60,0.252,14,286,323,50,2,4,16,19,30,7.5,10,171,33,122,9
P02547,372,136,0.618,5,1188,718,15,0,1,13,0,28,153.1,7,2186,64,21,0
P02548,218,20,0.323,26,539,2400,56,1,3,13,4,16,43.2,14,845,19,77,8
P02549,146,53,0.403,56,321,1925,56,3,1,10,7,26,49.7,1,0,49,45,10
P02550,140,1,0.02,0,435,1358,49,2,6,13,13,20,8.4,10,381,39,132,15
P02551,53,16,0.317,55,665,1048,27,4,7,14,11,19,78.3,11,399,38,93,8
P02552,30,55,0.779,243,552,691,8,0,3,11,0,22,67.0,4,1589,68,10,0
P02553,344,53,0.783,5,639,343,8,0,0,5,2,6,157.0,2,484,0,31,6
P02554,519,109,0.831,516,1553,176,7,0,0,8,3,28,58.7,6,0,154,0,17
P02555,1119,57,0.803,50,10,511,8,0,1,10,5,29,135.9,3,562,191,9,4
P02556,1161,78,0.629,148,1495,848,12,2,1,10,1,12,141.1,2,386,77,5,13
P02557,30,85,0.593,309,10,612,9,1,2,11,3,13,0,4,1525,190,15,7
P02558,1429,111,0.829,178,2045,517,0,0,2,10,11,30,47.2,4,0,147,48,20
P02559,585,121,0.609,202,2160,36,14,1,1,7,4,18,72.5,2,2037,0,2,0
P02560,136,7,0.584,0,175,1742,43,3,4,15,18,30,39.4,7,475,25,231,3
P02561,1039,41,0.621,63,10,362,4,1,0,12,1,17,58.7,7,1912,267,0,9
P02562,408,115,0.904,633,254,164,13,0,0,7,8,22,78.0,6,1001,65,0,5
P02563,139,35,0.463,29,749,2304,23,3,7,10,12,25,39.6,5,187,27,62,8
P02564,957,93,0.829,444,1222,470,19,0,0,9,0,30,137.8,0,0,138,10,9
P02565,1891,31,0.75,221,1420,592,4,0,1,8,2,27,71.7,2,817,90,21,1
P02566,30,124,0.945,197,255,300,8,0,2,14,3,26,91.6,6,0,245,4,12
P02567,1940,81,0.923,370,1322,258,5,0,1,15,3,17,90.6,1,444,0,52,5
P02568,673,40,1,295,1041,259,3,0,2,8,2,30,113.9,2,1534,75,23,5
P02569,608,78,0.472,486,960,683,3,2,2,11,1,14,68.2,1,956,137,28,0
P02570,90,20,0.161,51,0,1373,0,2,3,14,18,24,46.0,13,524,0,87,6
P02571,30,115,0.852,561,1522,604,0,0,1,14,2,25,83.4,2,1889,350,31,14
P02572,1593,92,0.753,541,1448,15,5,0,2,12,1,15,0,5,3659,121,7,10
P02573,194,14,0.735,21,0,1540,17,2,3,15,13,21,0.4,9,0,14,100,0
P02574,165,32,0.463,73,307,1978,9,0,5,13,11,23,65.5,0,725,0,93,7
P02575,58,47,0.405,80,0,2084,3,4,3,11,7,12,25.6,7,89,0,117,0
P02576,63,0,0.223,29,132,295,12,1,2,10,18,29,93.5,21,816,43,142,7
P02577,43,25,0.243,129,259,1563,23,0,6,14,12,30,59.0,19,889,18,50,5
P02578,1022,111,0.407,411,753,570,4,1,2,8,0,6,130.4,1,449,0,17,2
P02579,605,51,0.815,596,532,641,25,1,0,12,2,22,67.7,7,1406,0,16,20
P02580,977,69,0.735,5,1765,371,0,0,1,7,2,20,154.1,6,2072,101,45,0
P02581,1106,55,0.837,382,2292,644,13,0,1,8,2,17,143.7,5,539,182,6,9
P02582,160,8,0.396,33,405,1720,0,0,0,17,9,29,24.6,5,908,43,146,0
P02583,106,34,0.544,65,0,2486,71,4,0,13,10,16,74.6,11,625,0,29,0
P02584,700,52,0.877,198,43,830,28,1,0,11,3,23,14.0,5,813,170,38,14
P02585,1119,123,0.648,682,739,1030,0,0,1,6,3,30,94.1,5,0,164,10,3
P02586,1050,63,0.829,5,958,549,11,0,1,9,1,10,85.9,2,3486,0,0,11
P02587,1948,60,0.687,5,10,868,17,0,1,13,1,27,80.9,8,1097,55,0,0
P02588,390,71,0.597,617,811,322,23,0,0,10,5,24,114.1,8,2123,80,8,13
P02589,920,95,0.914,174,1430,718,18,0,1,8,0,30,103.1,7,336,74,21,22
P02590,68,21,0.339,34,0,2118,64,2,0,18,14,20,38.7,2,463,0,67,0
P02591,139,26,0.497,33,285,1832,50,3,5,14,6,19,0.4,7,219,48,155,2
P02592,847,65,1,40,1129,43,19,0,0,16,0,18,82.7,5,177,240,0,11
P02593,414,113,0.781,756,909,402,19,1,1,10,3,11,125.4,3,2083,177,24,5
P02594,1503,87,1,232,180,880,26,0,0,12,4,22,113.2,5,94,55,36,0
P02595,902,119,0.721,27,1095,737,1,0,0,13,4,14,158.3,4,1537,0,60,5
P02596,1383,131,0.694,331,2002,112,16,0,0,9,1,18,53.6,9,37,275,0,15
P02597,674,27,0.78,472,463,595,9,1,1,9,2,16,73.7,8,965,269,0,4
P02598,198,84,0.654,397,1676,385,18,0,2,14,2,23,89.5,0,1374,0,15,8
P02599,141,29,0.114,4,361,851,17,4,2,15,7,25,66.3,17,322,1,79,9
P02600,896,60,0.577,63,34,892,25,1,1,12,3,16,109.7,0,1269,255,16,7
P02601,407,63,0.852,257,10,779,5,1,1,5,0,24,41.3,2,93,140,15,6
P02602,1139,129,0.966,575,683,243,12,0,0,10,1,25,35.0,3,2705,110,16,1
P02603,403,79,0.925,330,870,327,7,1,0,9,0,27,120.0,9,2163,52,0,5
