Gender,Distance,YearsWorked,HireDate,PreviousSalary,Salary,DepartmentCode
1,~15miles,9,2003-12-11,65K,68K,5
1,~20miles,3,2016-09-19,60K,61K,2
0,>30miles,9,2007-05-16,61K,64K,5
0,~15miles,7,2009-05-29,62K,64K,3
0,~15miles,5,2002-03-03,58K,59K,2
0,~15miles,5,2016-08-11,64K,65K,6
0,~10miles,5,1999-07-11,61K,63K,7
0,~10miles,6,2002-03-05,61K,63K,6
0,~15miles,6,2006-11-07,66K,68K,5
1,~10miles,9,2003-10-12,58K,59K,5
0,~15miles,9,2011-06-04,58K,60K,7
1,~20miles,8,2005-05-22,58K,61K,3
0,<5mile,7,2015-10-04,64K,65K,3
0,~10miles,6,2005-04-20,57K,58K,5
0,~15miles,9,2013-03-16,63K,66K,5
0,~10miles,7,2015-03-01,56K,58K,2
1,>30miles,8,2012-01-02,62K,64K,1
0,~20miles,6,1999-08-11,58K,60K,5
1,~10miles,7,2007-01-11,61K,62K,6
1,>30miles,7,2008-08-22,59K,61K,7
0,~20miles,10,2002-02-23,59K,61K,2
0,~15miles,5,1999-09-23,58K,59K,2
1,<5mile,6,1999-01-09,57K,59K,7
0,~10miles,8,2010-02-15,60K,62K,6
0,~20miles,8,2008-08-05,55K,57K,1
1,~10miles,7,2012-03-19,53K,55K,5
1,~15miles,7,2012-06-19,63K,65K,3
0,~20miles,10,1999-02-09,63K,64K,7
0,~15miles,8,2008-07-17,59K,61K,5
0,~15miles,9,2007-03-31,56K,59K,3
0,~10miles,7,2015-06-11,57K,58K,3
0,~10miles,7,2003-08-26,56K,57K,6
1,>30miles,7,2002-05-10,62K,64K,2
0,~10miles,7,2016-01-18,56K,57K,1
1,~10miles,6,2012-03-15,62K,66K,2
1,<5mile,6,1999-07-22,59K,60K,7
0,~15miles,8,2008-04-02,54K,56K,1
1,~20miles,10,2012-06-28,62K,64K,2
1,<5mile,7,2008-07-11,56K,60K,5
0,>30miles,9,2009-12-21,59K,59K,7
1,~20miles,9,2003-07-07,60K,60K,3
0,~20miles,9,2006-08-09,59K,60K,6
0,~15miles,6,2009-04-30,58K,60K,1
1,~20miles,6,2011-12-03,59K,61K,1
1,~15miles,5,2006-06-19,60K,61K,1
0,~20miles,9,2008-10-25,63K,64K,1
0,~20miles,8,2003-05-14,60K,64K,6
1,<5mile,9,2009-08-30,64K,65K,5
1,~10miles,8,2002-01-24,52K,54K,6
1,>30miles,5,2007-09-08,56K,58K,6
0,<5mile,8,2003-01-27,57K,59K,6
0,~10miles,5,2009-01-19,58K,59K,7
0,~15miles,5,2015-12-08,54K,56K,6
1,~10miles,8,2014-09-15,62K,64K,2
0,<5mile,9,2008-10-26,60K,61K,6
0,~15miles,7,2001-12-16,60K,63K,6
0,~10miles,12,2010-07-05,59K,60K,7
1,~15miles,4,2013-01-02,60K,62K,7
0,~20miles,6,2007-10-15,54K,55K,1
1,~15miles,6,2008-11-06,58K,61K,7
0,>30miles,5,2013-11-23,59K,61K,5
1,~20miles,9,2000-04-12,61K,63K,7
1,~20miles,8,2008-04-22,57K,60K,5
0,~10miles,8,2008-12-26,63K,65K,2
1,<5mile,5,2013-09-12,57K,58K,6
0,~20miles,11,2009-10-13,58K,59K,1
1,<5mile,5,2012-03-08,61K,64K,6
0,~15miles,4,2006-05-07,62K,64K,6
0,~15miles,10,2009-08-02,57K,58K,3
0,>30miles,7,2000-07-20,63K,64K,6
1,~10miles,4,2004-01-17,60K,62K,1
1,~10miles,7,2000-03-13,62K,63K,7
0,<5mile,3,2001-02-22,54K,56K,3
1,~20miles,8,2006-11-29,55K,58K,2
1,>30miles,7,2010-10-27,57K,58K,7
1,~10miles,11,2006-03-31,61K,63K,3
1,~15miles,6,2013-04-03,62K,63K,5
0,>30miles,8,2003-08-22,56K,58K,2
1,~15miles,9,2004-05-01,55K,55K,7
0,>30miles,6,2012-12-11,54K,57K,7
0,<5mile,8,2010-02-11,59K,61K,1
0,~10miles,8,2012-03-10,54K,55K,1
0,~15miles,5,2010-10-13,61K,63K,7
1,~15miles,7,2007-12-10,57K,59K,5
0,<5mile,6,2004-10-22,65K,66K,6
0,~15miles,10,2005-05-29,63K,64K,5
1,~20miles,8,2008-06-13,60K,62K,5
1,<5mile,6,2009-06-19,59K,61K,7
0,~10miles,7,2002-08-29,56K,58K,6
0,<5mile,8,2004-02-29,58K,61K,7
1,~10miles,9,2009-07-24,60K,62K,2
0,~10miles,7,2008-12-14,56K,58K,7
1,~15miles,4,2018-10-25,59K,60K,6
1,~20miles,9,2004-11-09,57K,58K,7
1,~10miles,7,2012-01-10,60K,62K,5
0,~15miles,8,2012-02-10,57K,60K,5
0,~20miles,4,2007-05-26,59K,61K,7
0,~10miles,8,2006-02-23,54K,56K,7
0,>30miles,8,2000-12-24,59K,62K,2
1,~20miles,6,2011-10-22,58K,60K,6
1,~10miles,9,2014-02-21,60K,64K,1
0,<5mile,5,2007-07-10,57K,58K,5
0,~10miles,7,2000-05-29,61K,63K,5
0,~15miles,10,2004-08-11,56K,59K,6
0,~10miles,5,1999-05-15,62K,64K,1
0,~10miles,7,2005-05-10,63K,65K,2
0,~15miles,7,2003-04-17,60K,61K,2
1,~10miles,4,2017-08-27,58K,59K,1
1,~10miles,7,2004-11-19,62K,64K,3
1,~15miles,7,2005-08-15,65K,66K,3
1,~10miles,6,2010-08-14,63K,65K,2
1,>30miles,6,2016-09-28,58K,61K,7
1,~15miles,11,2000-01-05,55K,57K,5
1,~10miles,8,2000-06-13,60K,61K,5
1,~20miles,7,1999-01-14,54K,55K,2
1,~15miles,9,2000-11-10,61K,64K,3
0,~15miles,6,2009-09-04,59K,60K,5
0,~10miles,6,2008-01-24,61K,62K,2
0,<5mile,8,2005-03-31,64K,65K,7
1,~15miles,3,2012-01-26,55K,57K,1
1,~20miles,9,2004-11-23,56K,59K,2
0,~10miles,7,2000-03-31,58K,60K,2
1,~10miles,6,2007-12-30,58K,59K,6
0,>30miles,7,2007-04-07,60K,61K,6
0,<5mile,7,2003-03-30,59K,60K,2
0,<5mile,6,2005-11-25,59K,61K,3
0,~10miles,4,2012-09-08,64K,66K,2
0,~10miles,9,2001-12-15,57K,58K,5
1,~15miles,13,2007-01-19,61K,62K,2
0,~20miles,7,2008-11-17,59K,61K,3
0,~15miles,8,2011-07-30,53K,54K,2
0,~15miles,7,2015-03-09,56K,58K,1
0,~10miles,8,2002-02-06,62K,64K,7
1,~15miles,6,2009-07-30,61K,65K,2
0,<5mile,8,2008-01-03,58K,59K,6
0,~20miles,7,2008-07-16,62K,63K,1
0,~15miles,8,2007-02-10,66K,69K,1
0,~10miles,11,2003-01-22,60K,62K,6
0,~20miles,6,2002-10-27,62K,63K,2
1,>30miles,7,2009-04-17,62K,63K,1
1,~20miles,7,2007-06-07,59K,61K,3
0,~15miles,10,2006-06-21,58K,61K,1
0,~15miles,12,2004-01-19,54K,55K,1
1,~20miles,9,2013-08-17,58K,60K,6
0,~10miles,8,2012-09-22,62K,63K,2
0,~10miles,7,2010-01-12,57K,58K,3
0,<5mile,3,2014-05-20,59K,61K,1
0,~15miles,7,2012-10-22,60K,63K,2
0,~15miles,7,2002-11-08,58K,59K,3
1,<5mile,6,2008-07-16,56K,58K,5
0,~15miles,8,2014-08-27,54K,55K,6
0,~10miles,7,2002-04-04,59K,61K,6
0,~15miles,6,2013-09-12,61K,63K,7
0,~15miles,9,2012-03-18,59K,59K,3
1,~20miles,9,2005-04-19,58K,60K,2
1,~15miles,9,2012-05-29,57K,59K,7
0,~10miles,5,2015-08-14,58K,59K,5
0,~20miles,10,2002-07-08,59K,61K,3
1,~10miles,7,2000-01-28,53K,54K,1
0,~10miles,7,2015-04-13,58K,60K,1
0,<5mile,7,2000-01-03,62K,64K,7
0,>30miles,8,2008-02-28,62K,63K,3
0,>30miles,7,2011-12-07,64K,65K,5
0,~10miles,8,2006-06-26,52K,52K,3
1,~20miles,3,2002-10-08,54K,57K,1
1,~15miles,4,2012-11-26,62K,64K,3
0,>30miles,7,2000-09-13,60K,62K,7
0,~15miles,7,2009-06-23,60K,64K,5
0,~10miles,8,2000-04-30,57K,58K,1
0,~20miles,8,2012-02-10,58K,60K,3
0,>30miles,3,2018-12-20,58K,60K,3
0,~15miles,6,2016-04-30,57K,60K,2
0,>30miles,8,2004-07-02,58K,60K,6
0,<5mile,9,2011-01-13,64K,65K,2
0,~10miles,6,2003-04-17,63K,66K,1
1,~10miles,9,2011-02-07,53K,55K,5
0,~20miles,7,2014-08-25,58K,60K,7
0,>30miles,10,2006-05-28,59K,62K,3
1,~20miles,6,2010-08-04,59K,60K,6
1,>30miles,8,2005-09-27,60K,62K,3
1,~15miles,6,2004-09-04,60K,61K,7
0,>30miles,8,2002-05-23,60K,64K,3
0,>30miles,6,2013-10-12,62K,64K,1
0,<5mile,5,2002-03-07,62K,64K,3
1,~20miles,8,2001-10-01,61K,63K,5
0,~15miles,5,2013-05-01,63K,66K,1
0,>30miles,8,1999-01-03,59K,63K,5
0,~15miles,5,2001-04-05,59K,62K,7
1,>30miles,11,2009-12-18,57K,59K,6
0,~20miles,2,2015-12-01,64K,67K,6
0,~20miles,5,2000-09-09,61K,63K,7
0,~20miles,7,2012-10-18,63K,66K,6
1,~15miles,4,2002-09-25,63K,67K,6
0,~15miles,8,2008-06-28,59K,61K,5
0,~15miles,3,2010-11-13,51K,55K,3
0,~20miles,10,2009-08-30,59K,61K,1
0,>30miles,9,2000-05-18,60K,62K,3
0,~20miles,6,2013-04-09,62K,64K,6
1,~15miles,8,2001-10-17,53K,55K,1
1,>30miles,8,2009-12-30,57K,59K,2
0,>30miles,6,2006-09-22,59K,62K,7
1,>30miles,6,2005-06-13,58K,60K,2
1,>30miles,10,2005-12-13,56K,57K,2
0,~20miles,8,2000-04-10,59K,61K,5
0,~15miles,6,2011-11-06,52K,54K,7
1,~20miles,13,2004-10-09,54K,55K,7
0,~20miles,9,1999-12-08,63K,66K,6
0,~10miles,9,2004-07-05,57K,59K,1
0,<5mile,4,2002-10-09,64K,65K,6
0,>30miles,7,2008-10-01,58K,59K,1
1,<5mile,8,2001-12-22,61K,63K,6
0,~20miles,6,2000-11-17,59K,61K,2
1,~15miles,6,2000-01-07,65K,68K,1
1,~10miles,7,2002-09-09,58K,62K,7
0,~10miles,8,2001-07-13,56K,57K,3
0,~15miles,5,2004-07-03,64K,65K,7
0,~15miles,5,2011-04-28,63K,66K,7
1,~15miles,6,2011-10-19,62K,66K,5
1,~15miles,4,2005-07-24,60K,62K,3
1,~15miles,11,1999-08-14,57K,59K,2
0,~15miles,8,2010-03-24,64K,65K,6
1,~15miles,8,1999-10-11,61K,63K,6
0,~20miles,8,1999-02-17,56K,57K,5
0,~15miles,6,2011-01-20,59K,60K,7
0,~15miles,6,2007-06-03,59K,60K,2
1,~15miles,5,2000-02-02,57K,58K,7
1,~15miles,5,2003-01-18,59K,61K,1
0,~10miles,8,2004-07-26,60K,63K,1
0,~15miles,6,2003-09-11,62K,64K,2
1,>30miles,10,2004-05-25,62K,64K,7
1,~15miles,6,2003-08-20,55K,57K,6
1,~10miles,9,2009-09-26,54K,56K,6
1,>30miles,6,2003-04-02,54K,56K,6
1,>30miles,9,2014-01-04,57K,59K,6
1,~15miles,7,2005-09-12,61K,62K,3
0,~15miles,8,2001-11-18,62K,64K,1
1,<5mile,7,2000-11-07,63K,65K,6
1,<5mile,10,2001-02-09,62K,66K,1
0,>30miles,7,2015-08-10,65K,67K,6
0,~15miles,5,1999-02-27,66K,68K,3
1,~20miles,7,2015-04-21,63K,65K,6
0,~10miles,6,2003-04-04,62K,64K,5
1,<5mile,8,2000-02-13,57K,57K,5
0,~10miles,7,2006-04-12,57K,57K,6
1,~15miles,7,2009-12-10,58K,59K,5
1,~10miles,7,2012-09-06,64K,67K,7
1,~20miles,7,2013-03-03,59K,61K,5
1,~10miles,8,2007-07-20,58K,60K,1
0,>30miles,7,2013-04-28,58K,61K,2
0,~15miles,8,2012-01-10,55K,57K,2
1,~15miles,4,2013-05-12,57K,59K,7
0,~15miles,7,2000-11-28,66K,68K,3
0,~20miles,5,2004-10-06,59K,60K,6
0,~10miles,8,1999-04-19,58K,60K,6
0,~20miles,9,2002-04-22,63K,66K,6
0,~20miles,8,1999-02-03,63K,65K,7
1,~15miles,7,2002-10-06,56K,57K,3
0,<5mile,8,2012-12-05,59K,62K,7
1,>30miles,6,2015-03-14,58K,59K,2
0,<5mile,10,2002-07-05,56K,57K,1
0,>30miles,10,2012-05-27,57K,59K,1
0,~20miles,8,2010-09-25,64K,66K,1
0,~10miles,9,2003-05-01,60K,61K,7
0,~15miles,6,2013-07-22,59K,59K,5
0,~15miles,7,2002-06-17,57K,59K,5
1,~20miles,6,1999-12-10,51K,53K,2
1,~15miles,8,2012-09-20,60K,62K,1
0,~10miles,10,2013-02-10,58K,60K,3
0,~20miles,9,2002-02-17,59K,62K,1
1,>30miles,7,2004-02-29,62K,64K,1
0,~10miles,6,2010-01-18,62K,63K,2
0,<5mile,6,2010-05-15,59K,60K,3
1,>30miles,6,2016-01-15,57K,60K,2
1,~20miles,9,2010-06-24,62K,64K,3
0,<5mile,3,2013-06-07,58K,60K,6
1,~15miles,5,2006-04-08,62K,64K,2
1,~10miles,7,2007-07-24,62K,66K,1
0,~10miles,7,2010-05-18,60K,61K,6
0,~20miles,10,1999-02-21,63K,64K,3
1,~10miles,7,2010-11-10,56K,56K,3
1,>30miles,9,2011-10-15,60K,62K,6
1,~10miles,9,2013-07-11,60K,61K,6
1,<5mile,10,2007-01-05,61K,62K,1
1,~15miles,6,2014-12-30,59K,60K,5
1,>30miles,8,2011-03-11,63K,64K,3
1,~10miles,6,2000-09-07,58K,60K,6
0,~15miles,6,2009-11-07,61K,62K,5
0,<5mile,6,2002-08-23,57K,58K,7
0,>30miles,10,2007-07-17,62K,63K,7
1,~15miles,7,2004-09-12,64K,67K,6
0,~10miles,7,2003-09-06,62K,62K,2
1,~15miles,3,2017-10-12,63K,65K,6
0,>30miles,6,2015-12-24,63K,66K,6
0,~20miles,9,2006-05-21,62K,65K,2
0,>30miles,6,2010-01-28,52K,54K,3
1,~15miles,3,2009-08-19,63K,66K,3
0,~20miles,5,2003-02-16,61K,62K,3
1,~20miles,7,2012-12-16,62K,64K,1
0,~20miles,6,2002-09-27,63K,65K,7
1,<5mile,5,2013-07-04,58K,59K,5
1,~10miles,8,2001-07-18,53K,54K,5
1,~10miles,5,2000-10-16,55K,56K,7
1,~15miles,5,2013-02-07,62K,64K,1
0,~15miles,7,2007-11-20,59K,61K,6
1,~10miles,8,2000-12-15,63K,64K,3
0,~15miles,8,2007-12-09,57K,58K,5
1,>30miles,10,2003-07-24,64K,67K,6
1,~15miles,3,2008-07-07,59K,60K,7
1,~15miles,6,2015-09-15,57K,59K,1
1,~10miles,4,2015-12-22,62K,63K,3
0,<5mile,4,2011-01-20,56K,57K,7
0,~20miles,9,2000-02-04,60K,61K,2
0,~10miles,6,2011-05-06,63K,65K,5
0,~20miles,4,2008-05-08,63K,64K,3
0,~15miles,3,2018-09-25,57K,59K,1
0,~15miles,10,2008-07-27,61K,63K,3
0,~15miles,5,2016-03-20,58K,61K,1
0,~10miles,7,2011-09-23,60K,62K,2
0,~15miles,5,2004-01-08,58K,61K,2
1,~10miles,6,2013-01-21,67K,70K,2
1,<5mile,7,2013-10-18,62K,66K,2
0,~20miles,8,2005-10-24,62K,64K,1
1,~15miles,6,2002-11-15,62K,64K,2
1,~20miles,8,2002-04-13,67K,68K,7
0,~10miles,7,2007-12-16,60K,60K,2
1,>30miles,7,2003-04-20,57K,58K,2
0,<5mile,6,2011-04-17,60K,62K,7
0,>30miles,10,2005-01-02,60K,63K,6
0,~15miles,7,2000-11-06,63K,66K,7
0,~20miles,8,2011-01-04,56K,58K,3
0,~15miles,7,2015-11-13,64K,68K,5
0,~15miles,8,2001-06-20,61K,62K,2
0,~10miles,6,2006-09-06,64K,68K,1
0,~15miles,9,2009-02-22,62K,63K,3
1,~20miles,7,2011-07-26,64K,68K,3
0,~20miles,9,2005-09-13,60K,62K,7
0,~10miles,10,2011-04-17,62K,64K,5
0,~10miles,7,2002-02-21,58K,59K,1
1,~10miles,6,2007-07-29,63K,66K,3
1,~20miles,8,2011-05-31,63K,66K,3
1,~15miles,6,2013-12-21,62K,64K,5
0,~10miles,10,2000-08-04,58K,60K,6
0,>30miles,9,2013-09-29,60K,61K,5
0,<5mile,6,2016-07-10,61K,62K,6
0,>30miles,6,2010-10-08,62K,65K,5
1,~10miles,12,2004-04-30,59K,61K,5
1,~15miles,6,1999-07-18,55K,56K,7
0,>30miles,8,2014-06-26,56K,58K,5
1,~20miles,7,2004-10-01,58K,60K,7
0,>30miles,9,1999-08-09,59K,61K,7
1,~15miles,8,2000-10-19,63K,64K,1
1,~10miles,6,2007-01-12,65K,69K,7
0,~15miles,8,2014-04-02,63K,64K,1
1,~20miles,5,2009-01-22,57K,59K,7
1,~10miles,8,2003-03-29,65K,67K,5
1,~10miles,9,2006-03-28,56K,58K,3
1,~10miles,4,2007-09-18,60K,61K,1
1,~20miles,8,2000-01-20,60K,62K,1
1,<5mile,10,2004-01-14,64K,65K,6
1,>30miles,6,2012-02-15,63K,65K,1
0,~20miles,4,2011-04-08,64K,67K,6
0,~20miles,9,2006-09-03,58K,59K,5
1,~10miles,7,2001-02-21,60K,61K,3
0,~10miles,7,2015-05-26,53K,55K,2
0,~20miles,4,2010-05-10,58K,60K,2
1,~10miles,9,2003-12-12,57K,58K,7
0,~15miles,6,2007-09-25,59K,60K,2
0,~20miles,7,2003-09-04,60K,62K,2
1,<5mile,8,2011-12-07,59K,60K,5
0,<5mile,11,2010-03-16,63K,66K,5
1,~10miles,6,2009-01-22,57K,58K,6
1,~10miles,7,2000-04-16,59K,60K,6
0,~15miles,10,2010-01-11,59K,63K,2
1,~15miles,10,2002-04-21,60K,61K,2
1,~10miles,8,2005-04-17,58K,59K,2
0,~20miles,4,2014-08-22,60K,61K,2
1,~15miles,8,2005-10-13,62K,64K,1
0,<5mile,7,2005-09-03,59K,59K,2
0,~20miles,7,2003-12-10,61K,63K,6
0,~15miles,9,2003-11-10,64K,66K,1
1,<5mile,5,2012-11-23,56K,58K,7
0,~20miles,5,2016-01-27,66K,67K,6
1,>30miles,8,2002-11-21,64K,67K,2
0,~20miles,7,2000-01-04,59K,60K,3
0,~15miles,7,2008-07-07,59K,62K,7
1,~15miles,7,2014-07-04,56K,59K,3
0,~15miles,7,2015-03-17,59K,61K,6
0,~10miles,6,2001-12-19,61K,63K,6
1,>30miles,7,2001-07-21,58K,59K,2
1,<5mile,7,2005-02-07,55K,57K,2
1,~10miles,9,2004-01-05,60K,62K,7
0,~10miles,5,2004-04-07,59K,60K,1
0,<5mile,9,2003-03-20,59K,60K,5
1,~10miles,8,2005-05-16,62K,64K,5
1,~15miles,4,2014-12-12,64K,68K,2
1,~15miles,5,2017-09-03,55K,56K,1
0,~20miles,8,2008-01-14,58K,59K,2
0,~20miles,7,2000-03-20,64K,66K,5
1,~15miles,6,2007-12-04,60K,62K,7
0,~10miles,10,2003-04-13,64K,67K,7
0,~10miles,7,2008-10-30,57K,58K,6
0,~10miles,6,2009-10-03,62K,63K,6
0,~10miles,7,2015-02-06,54K,54K,3
0,~20miles,5,2015-12-16,62K,63K,1
0,~20miles,6,2017-02-05,60K,61K,1
0,~20miles,9,2013-11-11,52K,54K,2
1,~10miles,6,2007-02-06,66K,68K,7
0,~15miles,7,2005-06-17,63K,64K,7
0,~15miles,7,1999-07-10,61K,63K,3
0,~15miles,6,2007-09-13,62K,64K,3
1,>30miles,11,2003-01-17,57K,59K,1
0,~10miles,7,2011-04-03,56K,57K,3
0,~10miles,8,2005-11-17,63K,64K,2
1,~20miles,5,2010-10-02,58K,59K,2
0,~15miles,8,2010-05-04,65K,66K,1
0,>30miles,10,2006-10-20,58K,59K,5
0,~15miles,6,2007-07-28,53K,55K,7
0,~10miles,7,2006-06-07,57K,58K,5
1,~15miles,7,2015-07-24,66K,69K,5
0,>30miles,9,2008-10-27,60K,62K,7
0,~20miles,9,2006-08-15,57K,60K,1
1,~20miles,10,2002-08-04,58K,60K,3
0,~15miles,5,2001-12-20,63K,65K,1
0,~20miles,3,2009-11-06,62K,65K,5
1,~20miles,10,2009-11-03,60K,62K,7
0,~10miles,10,2005-12-18,60K,62K,6
1,>30miles,8,2004-08-05,58K,60K,2
1,~20miles,9,2004-06-02,62K,63K,1
0,~20miles,8,2007-08-09,62K,64K,2
0,~10miles,8,2009-09-18,61K,63K,6
0,~15miles,9,2006-01-24,62K,64K,6
0,>30miles,8,1999-06-27,58K,60K,7
0,~10miles,10,2012-02-07,56K,57K,1
1,~20miles,5,2009-08-14,63K,64K,1
0,<5mile,5,2008-01-27,63K,66K,3
1,~20miles,6,2002-02-20,64K,67K,3
0,~10miles,4,2001-08-24,59K,61K,5
1,~15miles,10,2002-08-14,64K,65K,5
0,~20miles,10,1999-05-15,59K,61K,5
0,~15miles,5,2005-09-11,61K,62K,5
0,~20miles,6,1999-09-24,63K,66K,6
1,~15miles,5,2012-10-22,63K,66K,2
0,~20miles,10,2011-03-27,58K,58K,2
0,~10miles,8,2000-06-05,56K,57K,6
1,<5mile,7,2004-10-03,61K,64K,6
0,~10miles,9,2006-08-28,55K,57K,7
1,~15miles,7,2013-01-13,58K,60K,7
0,~15miles,7,2013-05-30,59K,60K,3
0,>30miles,6,2002-07-09,60K,62K,2
1,~15miles,8,2007-04-28,62K,63K,6
1,~10miles,10,2006-01-23,58K,60K,6
0,~10miles,5,1999-01-07,57K,60K,6
0,~15miles,7,2009-08-18,65K,66K,6
0,~20miles,10,2008-12-21,61K,63K,7
1,~10miles,8,2011-07-11,55K,58K,2
1,~20miles,10,2012-12-28,58K,60K,3
0,~20miles,6,2004-03-11,57K,58K,5
0,~15miles,7,2012-07-07,57K,57K,6
0,~10miles,9,1999-06-22,61K,63K,2
0,~10miles,5,2009-05-02,58K,59K,1
0,<5mile,6,2016-07-19,64K,66K,3
1,>30miles,8,2007-12-26,54K,55K,1
1,~15miles,7,1999-05-12,62K,64K,2
0,~15miles,6,2005-09-22,56K,58K,6
1,~20miles,5,2011-03-11,60K,62K,7
0,~10miles,5,2013-09-25,63K,65K,5
1,~10miles,6,2000-05-16,62K,64K,6
1,~20miles,10,2002-08-31,59K,61K,5
1,>30miles,11,2006-02-03,59K,61K,7
1,~20miles,8,2002-06-18,59K,61K,7
1,~10miles,7,2012-10-17,59K,61K,3
1,~15miles,5,2014-03-08,56K,56K,3
0,~10miles,6,2006-05-17,58K,59K,6
0,~10miles,5,2004-05-04,56K,59K,3
1,~15miles,4,2012-05-24,58K,59K,2
0,~15miles,10,2006-07-07,56K,58K,3
1,~15miles,7,2014-07-01,60K,62K,2
1,~10miles,5,2001-05-22,65K,68K,1
1,~15miles,9,2002-01-30,57K,58K,1
0,~20miles,7,1999-11-11,59K,61K,2
0,<5mile,6,2006-07-28,56K,58K,6
1,<5mile,6,2016-10-20,56K,57K,6
0,~10miles,7,2010-04-17,62K,66K,2
0,~10miles,9,2011-08-28,62K,64K,2
1,~10miles,8,2004-08-20,52K,53K,7
0,~10miles,7,1999-10-27,60K,61K,7
1,>30miles,7,2008-01-01,61K,63K,3
1,~20miles,6,2004-07-24,66K,68K,1
0,~10miles,6,2006-11-25,56K,58K,5
0,~20miles,3,2003-09-17,63K,65K,1
0,~15miles,4,2011-04-25,58K,59K,3
1,~15miles,7,1999-12-24,64K,66K,5
0,~20miles,7,2001-06-02,58K,60K,7
0,~15miles,7,2009-11-22,54K,56K,3
0,~10miles,6,2008-12-15,64K,67K,1
0,>30miles,5,2002-08-04,56K,57K,2
1,~20miles,6,2009-02-06,60K,61K,7
1,~10miles,8,2002-02-12,61K,63K,2
1,~10miles,8,2011-11-14,56K,57K,2
0,~15miles,9,2010-11-27,58K,61K,5
1,~15miles,6,2012-01-11,58K,61K,6
0,~10miles,8,2001-12-06,61K,62K,5
1,>30miles,8,2013-07-07,59K,60K,7
0,~15miles,8,2006-01-19,61K,62K,1
1,~20miles,5,2002-11-09,63K,65K,2
0,~20miles,7,2013-11-16,57K,59K,2
1,~10miles,7,2013-09-18,58K,61K,6
0,<5mile,8,2012-09-24,61K,63K,1
0,~15miles,5,2003-04-20,62K,65K,1
0,~15miles,8,2004-08-14,62K,64K,1
1,~20miles,11,2006-03-01,63K,64K,7
1,~15miles,5,2008-05-13,61K,62K,7
1,~10miles,7,2009-02-03,62K,62K,6
1,~15miles,8,2011-05-18,56K,58K,1
0,<5mile,10,2002-08-01,61K,63K,7
0,~10miles,10,2000-09-10,60K,62K,6
1,~10miles,5,2009-01-05,61K,62K,2
0,~20miles,7,2003-01-03,60K,62K,2
1,~20miles,6,2003-04-03,59K,60K,6
0,~10miles,8,2009-01-23,62K,65K,1
1,~15miles,6,2000-07-05,58K,59K,5
1,~20miles,7,2007-12-19,60K,62K,6
0,~15miles,7,2008-10-04,61K,63K,1
1,~10miles,9,2010-11-13,63K,63K,7
1,~15miles,7,2012-05-23,60K,63K,7
0,~15miles,8,2000-04-26,58K,60K,2
1,~20miles,7,2008-05-23,56K,57K,3
1,~10miles,8,1999-09-22,57K,59K,3
1,>30miles,5,2002-05-29,57K,58K,2
0,~15miles,6,2001-06-28,63K,66K,6
0,<5mile,7,2003-03-21,60K,62K,2
1,~15miles,1,2019-03-29,64K,65K,7
0,~20miles,8,2012-01-10,55K,58K,7
1,~10miles,12,2009-10-24,57K,59K,5
1,~15miles,8,2008-06-16,61K,62K,6
1,>30miles,6,1999-05-18,58K,59K,7
0,<5mile,8,2002-08-06,62K,63K,2
0,~10miles,6,1999-04-22,59K,60K,1
0,~15miles,9,1999-03-04,59K,61K,7
0,~15miles,9,2000-12-23,61K,63K,5
0,~20miles,6,2010-08-13,57K,60K,3
0,~15miles,5,2003-07-08,62K,66K,1
0,~10miles,7,1999-05-20,60K,62K,5
0,~20miles,6,2013-03-12,61K,62K,5
1,~15miles,7,1999-12-26,52K,54K,1
1,~20miles,7,2007-10-05,64K,67K,2
0,~10miles,7,2004-07-21,64K,65K,5
0,>30miles,6,2011-05-25,58K,60K,5
0,~10miles,6,2008-06-01,59K,61K,3
0,~20miles,8,2015-02-24,63K,66K,2
1,~10miles,7,2010-12-30,61K,63K,6
0,~10miles,6,2008-12-29,59K,61K,1
0,~10miles,8,2003-01-14,59K,60K,6
0,~10miles,5,2018-01-24,55K,56K,3
1,~20miles,5,2001-11-26,56K,59K,6
1,<5mile,7,2015-06-30,64K,68K,3
0,~20miles,6,2009-07-19,63K,65K,5
0,~20miles,7,2008-06-29,52K,53K,3
0,<5mile,9,2012-09-27,54K,56K,7
0,~15miles,6,2016-11-02,63K,64K,2
1,~15miles,6,2002-06-26,62K,63K,5
1,~20miles,6,2007-05-06,60K,64K,1
1,~15miles,5,2009-06-04,60K,61K,6
0,~10miles,8,2014-01-05,62K,64K,2
0,<5mile,7,2012-08-10,56K,58K,7
0,~15miles,7,2003-05-30,58K,60K,5
0,~15miles,7,2008-01-10,60K,62K,5
1,~20miles,7,2007-11-22,60K,61K,6
1,~15miles,6,2008-01-17,57K,58K,5
1,~10miles,7,2003-09-04,63K,64K,6
1,~15miles,5,2014-12-05,63K,64K,2
0,~15miles,10,2005-04-17,60K,62K,5
0,~15miles,6,1999-04-12,54K,57K,2
0,~20miles,8,2007-12-28,61K,63K,2
1,~10miles,4,2015-07-08,57K,60K,3
0,~15miles,7,2011-10-03,65K,66K,6
0,<5mile,7,2001-12-26,61K,63K,2
0,~10miles,7,2005-03-27,63K,66K,7
1,~15miles,6,2009-01-19,64K,66K,2
1,~10miles,8,2005-01-01,58K,60K,2
0,~15miles,3,2002-01-16,61K,62K,2
